FirstName;LastName;Phone;Email;Country;EmployeeID;In Training;Department;Position;HiredAt;TerminatedAt
Victor;Ortiz;937-6022;in@vivamuseuismod.org;Sweden;88795;No;Legal Department;Manager;04.09.2021;
Victoria;Kirby;1-633-384-1141;eleifend.cras@vehicula.ca;Peru;18125;No;Customer Service;QA;05/21/2018;08/27/2020
Vielka;Fitzpatrick;1-692-490-3431;mi.pede@etultrices.org;Italy;28252;Yes;Sales and Marketing;Manager;12.09.2019;
Violet;Graves;337-2742;lorem.luctus@egestasfusce.edu;Australia;55103;Yes;Customer Relations;Developer;02.03.2020;
Vivian;Mayer;1-808-588-1798;sem.mollis@vivamus.co.uk;Spain;48444;No;Advertising;Manager;05.06.2019;
Vivien;Morse;236-8310;aliquet@eusem.ca;South Korea;32681;No;Customer Relations;Manager;04/28/2018;
Vivien;Taylor;1-476-617-7778;cum.sociis@turpisegestas.ca;Colombia;21740;No;Payroll;QA;05.01.2019;05/21/2020
Vladimir;Bryan;470-0685;quam@elitpretium.org;Sweden;22519;No;Public Relations;Accountant;07.03.2018;
Vladimir;Patel;1-299-883-3476;amet.nulla@vestibulumuteros.ca;United States;25641;Yes;Sales and Marketing;Engineer;07.05.2018;
Walker;Shaw;952-5289;lorem.ipsum.dolor@primisin.org;Spain;72183;Yes;Sales and Marketing;Engineer;12.09.2019;05.10.2021
Wang;Wilkins;863-3656;varius.nam@vulputateullamcorper.net;Turkey;63026;Yes;Media Relations;Accountant;01/21/2020;
Wayne;Barber;1-872-425-2866;a.feugiat@pede.net;Sweden;72645;Yes;Research and Development;Support;09/30/2021;
Wayne;Sanchez;1-407-725-6223;consectetuer@necurnaet.co.uk;United States;81818;No;Asset Management;Support;05/16/2020;
Wesley;Parsons;751-7289;mauris.id.sapien@nuncmaurissapien.co.uk;Sweden;46938;Yes;Quality Assurance;Support;07/29/2020;
Whilemina;Salinas;275-7601;nam.consequat@eusem.net;Germany;76653;No;Public Relations;Team Lead;04/21/2021;
Whitney;Sandoval;718-7150;tristique.pellentesque@enimcommodohendrerit.net;Turkey;73670;No;Finances;Support;01/21/2021;
Whoopi;Phelps;1-766-326-8426;vulputate.posuere@aliquam.edu;Poland;31118;Yes;Quality Assurance;Accountant;03.12.2019;
Whoopi;Vasquez;534-3976;molestie@semnulla.ca;New Zealand;89405;No;Customer Service;Support;09.04.2021;
William;Anthony;841-6452;quis@sitamet.org;India;45270;No;Human Resources;Support;05/17/2020;
Willow;Fitzgerald;1-515-637-4780;vel.turpis@sednunc.co.uk;Australia;63151;No;Tech Support;Engineer;10.11.2018;12.11.2020
Wilma;Hull;958-3583;lobortis.risus@nasceturridiculus.ca;South Korea;22936;Yes;Advertising;QA;11/27/2018;
Wing;Harris;1-835-665-6337;ipsum.primis.in@aliquet.com;Spain;54236;Yes;Customer Service;Support;02/17/2021;
Winifred;Middleton;1-372-620-1394;montes.nascetur@curaephasellusornare.net;Belgium;56581;No;Media Relations;Accountant;06/17/2020;10/22/2020
Winter;Lucas;468-0348;nulla.magna.malesuada@liberolacusvarius.com;Austria;98674;No;Finances;Developer;09/20/2020;
Winter;Williams;716-4356;aliquet.libero.integer@famesac.edu;Ireland;56010;Yes;Human Resources;QA;08/22/2019;06/18/2021
Wyatt;Hess;1-623-247-2563;sem.elit@hendreritdonec.edu;India;43508;No;Finances;Accountant;04/22/2019;
Wyoming;Warren;1-224-814-3446;eu@hendreritdonec.co.uk;Costa Rica;45831;Yes;Legal Department;QA;07.06.2020;
Xavier;Franks;1-349-776-9132;turpis.in.condimentum@dapibusquam.ca;Brazil;28157;No;Tech Support;Developer;09.11.2021;
Xavier;Wise;575-2474;lacus.ut.nec@velit.co.uk;Colombia;86413;No;Customer Relations;Manager;09.09.2021;09/16/2020
Xavier;Chaney;666-7483;tincidunt@vulputate.net;Spain;97583;Yes;Payroll;QA;12.02.2018;07/23/2020
Xaviera;Wallace;647-2875;at@nuncidenim.org;Austria;21388;Yes;Human Resources;Team Lead;12/22/2020;
Xena;Barry;1-634-705-6278;in.consequat@quamcurabiturvel.net;Chile;21458;Yes;Customer Service;Assistant;04/15/2019;
Yeo;Emerson;1-521-805-6979;in.lorem.donec@aliquet.com;Belgium;75527;Yes;Sales and Marketing;Developer;09/26/2018;
Yeo;Francis;1-956-689-8022;non@posuerecubiliacurae.com;Peru;1575;Yes;Asset Management;Assistant;05/29/2018;06.11.2021
Yetta;Dillard;264-3786;nisi.nibh@iaculis.edu;Belgium;49334;Yes;Human Resources;Team Lead;07/30/2018;07.07.2019
Yoshi;Byrd;1-598-586-7146;natoque.penatibus@diam.ca;France;40195;Yes;Research and Development;Support;11.03.2018;
Yoshio;Clarke;1-656-266-4214;tristique@consectetuercursuset.net;Brazil;83149;Yes;Tech Support;Engineer;05/27/2020;
Yoshio;Brown;413-4883;consequat.nec@vehicularisus.ca;Mexico;72311;Yes;Customer Relations;Accountant;04/20/2019;03/24/2020
Yuri;Tanner;767-4565;arcu.eu.odio@ategestas.ca;Brazil;25187;Yes;Research and Development;Developer;12/20/2020;
Yvonne;Hardy;831-8546;in.tincidunt@malesuadaid.co.uk;United Kingdom;30256;No;Legal Department;Engineer;05.03.2018;
Zahir;Martin;965-3874;velit.egestas@etipsum.com;Australia;16318;No;Research and Development;Manager;12/18/2019;
Zahir;Cotton;1-867-797-2882;in@phasellusin.org;Netherlands;27822;Yes;Quality Assurance;Team Lead;12.11.2018;
Zelda;Talley;1-803-769-9761;dolor@penatibus.edu;France;7724;Yes;Customer Service;Team Lead;10/13/2019;09.12.2020
Zena;Good;988-1283;aliquam.erat@atlacus.net;Ireland;16237;No;Payroll;QA;05/23/2021;
Zenaida;Church;846-5046;varius.et@naminterdumenim.edu;Spain;13916;Yes;Customer Relations;Assistant;03.08.2021;
Zenia;Henry;452-5721;neque.in.ornare@integereu.ca;New Zealand;87850;Yes;Advertising;Team Lead;07/15/2020;
Zeph;Pitts;358-5297;iaculis.enim@egestassedpharetra.org;Mexico;28480;Yes;Human Resources;Accountant;10/29/2020;
Zoe;Cannon;1-786-439-1226;consectetuer.cursus@elitpellentesquea.co.uk;Belgium;7745;Yes;Advertising;Support;11/30/2020;
Zorita;Tyson;1-653-565-9312;fusce.feugiat@vestibulumut.edu;Canada;54219;No;Sales and Marketing;Support;11.08.2018;
Zorita;Drake;1-524-235-6635;lobortis.risus.in@sedsem.ca;Pakistan;18145;Yes;Sales and Marketing;Accountant;09.07.2019;
Zorita;Ramirez;159-5550;proin.velit.sed@faucibusut.org;Belgium;77552;Yes;Human Resources;Accountant;10.07.2019;08/16/2019
